constituency	name	party
Dunbartonshire	Hon. Archibald Cochrane	Conservative
Dundee 	Dingle Foot	Liberal
Dundee 	Florence Horsbrugh	Conservative
Dunfermline Burghs	William McLean Watson	Labour
Durham	Joshua Ritson	Labour
Ealing	Sir Frank Sanderson, Bt	Conservative
Eastbourne	Charles Taylor	Conservative
East Grinstead	Sir Henry Cautley, Bt	Conservative
East Ham North	John Mayhew	Conservative
East Ham South	Alfred Barnes	Labour Co-op
Ebbw Vale	Aneurin Bevan	Labour
Eccles	Robert Cary	Conservative
Eddisbury	R. J. Russell	Liberal National
Edinburgh Central	James Guy	Conservative
Edinburgh East	Frederick Pethick-Lawrence	Labour
Edinburgh North	Alexander Erskine-Hill	Conservative
Edinburgh South	Sir Samuel Chapman	Conservative
Edinburgh West	Thomas Cooper	Conservative
Edmonton	Francis Broad	Labour Co-op
Elland	Thomas Levy	Conservative
Enfield	Bartle Bull	Conservative
Epping	The Rt Hon. Winston Churchill	Conservative
Epsom	Archibald Southby	Conservative
Essex South East	Victor Raikes	Conservative
Evesham	Rupert de la Bere	Conservative
Exeter	Arthur Reed	Conservative
Eye	Edgar Granville	Liberal National
Fareham	The Rt Hon. Sir Thomas Inskip	Conservative
Farnham	Sir Arthur Samuel, Bt	Conservative
Farnworth	Guy Rowson	Labour
Faversham	Adam Maitland	Conservative
Fermanagh and Tyrone 	Patrick Cunningham	Irish Nationalist 
Fermanagh and Tyrone 	Anthony Mulvey	Irish Nationalist 
Fife East	James Henderson-Stewart	Liberal National
Fife West	Willie Gallacher	Communist
Finchley	John Crowder	Conservative
Finsbury	George Woods	Labour Co-op
Flintshire	Gwilym Rowlands	Conservative
Forest of Dean	M. Philips Price	Labour
Forfarshire	William T. Shaw	Conservative
Frome	Mavis Tate	Conservative
Fulham East	Hon. William Astor	Conservative
Fulham West	Sir Cyril Cobb	Conservative
Fylde	The Rt Hon. Edward Stanley	Conservative
Gainsborough	Harry Crookshank	Conservative
Galloway	John Mackie	Conservative
Gateshead	Thomas Magnay	Liberal National
Gillingham	Sir Robert Gower	Conservative
Glasgow Bridgeton	James Maxton	Independent Labour Party
Glasgow Camlachie	Campbell Stephen	Independent Labour Party
Glasgow Cathcart	John Train	Conservative
Glasgow Central	Sir William Alexander	Conservative
Glasgow Gorbals	George Buchanan	Independent Labour Party
Glasgow Govan	Neil Maclean	Labour
Glasgow Hillhead	The Rt Hon. Sir Robert Horne	Conservative
Glasgow Kelvingrove	The Rt Hon. Walter Elliot	Conservative
Glasgow Maryhill	John James Davidson	Labour
Glasgow Partick	Arthur Young	Conservative
Glasgow Pollok	Rt. Hon. Sir John Gilmour, Bt	Conservative
Glasgow St. Rollox	William Leonard	Labour Co-op
Glasgow Shettleston	John McGovern	Independent Labour Party
Glasgow Springburn	George Hardie	Labour
Glasgow Tradeston	Tom Henderson	Labour Co-op
Gloucester	Leslie Boyce	Conservative
Gower	David Grenfell	Labour
Grantham	Sir Victor Warrender, Bt	Conservative
Gravesend	Sir Irving Albery	Conservative
Great Yarmouth	Arthur Harbord	Liberal National
Greenock	The Rt Hon. Sir Godfrey Collins	Liberal National
Greenwich	Sir George Hume	Conservative
Grimsby	Walter Womersley	Conservative
Guildford	Sir John Jarvis, Bt	Conservative
Hackney Central	Fred Watkins	Labour
Hackney North	Austin Hudson	Conservative
Hackney South	The Rt Hon. Herbert Morrison	Labour
Halifax	Gilbert Gledhill	Conservative
Hamilton	Duncan Graham	Labour
Hammersmith North	D. N. Pritt	Labour
Hammersmith South	Douglas Cooke	Conservative
Hampstead	George Balfour	Conservative
Hanley	Arthur Hollins	Labour
Harborough	Ronald Tree	Conservative
Harrow	Sir Isidore Salmon	Conservative
The Hartlepools	W. G. Howard Gritten	Conservative
Harwich	Stanley Holmes	Liberal National
Hastings	The Rt Hon. Eustace Percy	Conservative
Hemel Hempstead	Rt Hon. J. C. C. Davidson	Conservative
Hemsworth	George Griffiths	Labour
Hendon	Sir Reginald Blair	Conservative
Henley	Sir Gifford Fox, Bt	Conservative
Hereford	James Thomas	Conservative
Hertford	Sir Murray Sueter	Conservative
Hexham	Douglas Clifton Brown	Conservative
Heywood and Radcliffe	Richard Porritt	Conservative
High Peak	Sir Alfred Law	Conservative
Hitchin	Sir Arnold Wilson	Conservative
Holborn	Sir Robert Tasker	Conservative
Holderness	Sir Samuel Savery	Conservative
Holland-with-Boston	Sir James Blindell	Liberal National
Honiton	Cedric Drewe	Conservative
Horncastle	Henry Haslam	Conservative
Hornsey	Euan Wallace	Conservative
Horsham and Worthing	The Earl Winterton PC	Conservative
Houghton-le-Spring	William Stewart	Labour
Howdenshire	William Carver	Conservative
Huddersfield	William Mabane	Liberal National
Huntingdonshire	Sidney Peters	Liberal National
Hythe	The Rt Hon. Sir Philip Sassoon, Bt	Conservative
Ilford	Sir George Hamilton	Conservative
Ilkeston	George Oliver	Labour
Ince	Gordon Macdonald	Labour
Inverness	Sir Murdoch Macdonald	Liberal National
Ipswich	Sir John Ganzoni, Bt	Conservative
Isle of Ely	James de Rothschild	Liberal
Isle of Thanet	Harold Balfour	Conservative
Isle of Wight	Peter Macdonald	Conservative
Islington East	Thelma Cazalet-Keir	Conservative
Islington North	Albert Goodman	Conservative
Islington South	William Cluse	Labour
Islington West	Frederick Montague	Labour
Jarrow	Ellen Wilkinson	Labour
Keighley	The Rt Hon. Hastings Lees-Smith	Labour
Kennington	Sir George Harvey	Conservative
Kensington North	James Duncan	Conservative
Kensington South	Sir William Davison	Conservative
Kettering	John Eastwood	Conservative
Kidderminster	Sir John Wardlaw-Milne	Conservative
Kilmarnock	Kenneth Lindsay	National Labour
King's Lynn	Hon. Somerset Maxwell	Conservative
Kingston upon Hull Central	Walter Windsor	Labour
Kingston upon Hull East	George Muff	Labour
Kingston upon Hull North West	Sir Lambert Ward, Bt	Conservative
Kingston upon Hull South West	Richard Law	Conservative
Kingston-upon-Thames	Sir Frederick Penny, Bt	Conservative
Kingswinford	Arthur Henderson	Labour
Kinross & West Perthshire	The Duchess of Atholl	Conservative
Kirkcaldy District of Burghs	The Rt Hon. Tom Kennedy	Labour
Knutsford	Sir Ernest Makins	Conservative
Lambeth North	George Strauss	Labour
Lanark	Alec Douglas-Home	Conservative
Lanarkshire North	William Anstruther-Gray	Conservative
Lancaster	Herwald Ramsbotham	Conservative
Leeds Central	Richard Denman	National Labour
Leeds North	Osbert Peake	Conservative
Leeds North East	Sir John Birchall	Conservative
Leeds South	Henry Charleton	Labour
Leeds South East	James Milner	Labour
Leeds West	Vyvyan Adams	Conservative
Leek	William Bromfield	Labour
Leicester East	Abraham Lyons	Conservative
Leicester South	Charles Waterhouse	Conservative
Leicester West	Hon. Harold Nicolson	National Labour
Leigh	Joe Tinker	Labour
Leith	Rt Hon. Ernest Brown	Liberal National
Leominster	Ernest Shepperson	Conservative
Lewes	Hon. John Loder	Conservative
Lewisham East	Sir Assheton Pownall	Conservative
Lewisham West	Sir Philip Dawson	Conservative
Leyton East	Sir Frederick Mills, Bt	Conservative
Leyton West	Reginald Sorensen	Labour
Lichfield	James Lovat-Fraser	National Labour
Lincoln	Walter Liddall	Conservative
Linlithgowshire	George Mathers	Labour
Liverpool East Toxteth	Patrick Buchan-Hepburn	Conservative
Liverpool Edge Hill	Alexander Critchley	Conservative
Liverpool Everton	Bertie Kirby	Labour
Liverpool Exchange	Sir John Shute	Conservative
Liverpool Fairfield	Sir Edmund Brocklebank	Conservative
Liverpool Kirkdale	Robert Rankin	Conservative
Liverpool Scotland	David Logan	Labour
Liverpool Walton	Reginald Purbrick	Conservative
Liverpool Wavertree	Peter Stapleton Shaw	Conservative
Liverpool West Derby	David Maxwell Fyfe	Conservative
Liverpool West Toxteth	Joseph Gibbins	Labour
Llandaff and Barry	Patrick Munro	Conservative
Llanelli	John Henry Williams	Labour
London University	Sir Ernest Graham-Little	National
Londonderry	Sir Ronald Ross	Ulster Unionist
Lonsdale	David Lindsay	Conservative
Loughborough	Lawrence Kimball	Conservative
Louth	Arthur Heneage	Conservative
Lowestoft	Pierse Loftus	Conservative
Ludlow	George Windsor-Clive	Conservative
Luton	Leslie Burgin	Liberal National
Macclesfield	John Remer	Conservative
Maidstone	Alfred Bossom	Conservative
Maldon	Sir Edward Ruggles-Brise, Bt	Conservative
Manchester Ardwick	Joseph Henderson	Labour
Manchester Blackley	John Lees-Jones	Conservative
Manchester Clayton	John Jagger	Labour
Manchester Exchange	Peter Eckersley	Conservative
Manchester Gorton	Joseph Compton	Labour
Manchester Hulme	Joseph Nall	Conservative
Manchester Moss Side	William Duckworth	Conservative
Manchester Platting	Rt Hon. J. R. Clynes	Labour
Manchester Rusholme	Edmund Radford	Conservative
Manchester Withington	Edward Fleming	Conservative
Mansfield	Charles Brown	Labour
Melton	Lindsay Everard	Conservative
Merioneth	Sir Henry Haydn Jones	Liberal
Merthyr	S. O. Davies	Labour
Middlesbrough East	Alfred Edwards	Labour
Middlesbrough West	Frank Kingsley Griffith	Liberal
Middleton and Prestwich	Sir Nairne Stewart Sandeman, Bt	Conservative
Midlothian North	John Colville	Conservative
Midlothian South and Peebles	Archibald Maule Ramsay	Conservative
Mitcham	Sir Richard Meller	Conservative
Monmouth	John Herbert	Conservative
Montgomeryshire	Clement Davies	Liberal National
Montrose	Charles Kerr	Liberal National
Moray & Nairn	Hon. James Stuart	Conservative
Morpeth	Robert Taylor	Labour
Mossley	Austin Hopkinson	National
Motherwell	James Walker	Labour
Neath	Sir William Jenkins	Labour
Nelson and Colne	Sydney Silverman	Labour
Newark	The Marquess of Titchfield	Conservative
Newbury	Howard Clifton Brown	Conservative
Newcastle-under-Lyme	Rt Hon. Josiah Wedgwood	Labour
Newcastle-upon-Tyne Central	Alfred Denville	Conservative
Newcastle-upon-Tyne East	Sir Robert Aske, Bt	Liberal National
Newcastle-upon-Tyne North	Sir Nicholas Grattan-Doyle	Conservative
Newcastle-upon-Tyne West	Sir Joseph Leech	Conservative
New Forest and Christchurch	John Mills	Conservative
Newport	Sir Reginald Clarry	Conservative
Newton	Sir Robert Young	Labour
Norfolk East	Viscount Elmley	Liberal National
Norfolk North	Sir Thomas Cook	Conservative
Norfolk South	James Christie	Conservative
Norfolk South West	Somerset de Chair	Conservative
Normanton	Tom Smith	Labour
Northampton	Sir Mervyn Manningham-Buller, Bt	Conservative
Northwich	Lord Colum Crichton-Stuart	Conservative
Norwich 	Geoffrey Shakespeare	Liberal National
Norwich 	Henry Strauss	Conservative
Norwood	Duncan Sandys	Conservative
Nottingham Central	Sir Terence O'Connor	Conservative
Nottingham East	Louis Gluckstein	Conservative
Nottingham South	Frank Markham	National Labour
Nottingham West	Arthur Hayday	Labour
Nuneaton	Reginald Fletcher	Labour
Ogmore	Edward Williams	Labour
Oldham 	John Dodd	Liberal National
Oldham 	Hamilton Kerr	Conservative
Orkney and Shetland	Basil Neven-Spence	Conservative
Ormskirk	Samuel Rosbotham	National Labour
Oswestry	Bertie Leighton	Conservative
Oxford	Rt Hon. Robert Bourne	Conservative
Oxford University 	A. P. Herbert	Independent
Oxford University 	Rt Hon. Lord Hugh Cecil	Conservative
Paddington North	Brendan Bracken	Conservative
Paddington South	Ernest Taylor	Conservative
Paisley	Hon. Joseph Maclay	Liberal
Peckham	Viscount Borodale	Conservative
Pembrokeshire	Gwilym Lloyd George	Independent Liberal
Penistone	Henry McGhee	Labour
Penrith and Cockermouth	Alan Gandar-Dower	Conservative
Penryn and Falmouth	Maurice Petherick	Conservative
Perth	Thomas Hunter	Conservative
Peterborough	Lord Burghley	Conservative
Petersfield	Sir Reginald Dorman-Smith	Conservative
Plymouth Devonport	Rt Hon. Leslie Hore-Belisha	Liberal National
Plymouth Drake	Rt Hon. Frederick Guest	Conservative
Plymouth Sutton	Nancy Astor	Conservative
Pontefract	Adam Hills	Labour
Pontypool	Arthur Jenkins	Labour
Pontypridd	David Lewis Davies	Labour
Poplar South	David Morgan Adams	Labour
Portsmouth Central	Hon. Ralph Beaumont	Conservative
Portsmouth North	Sir Roger Keyes, Bt	Conservative
Portsmouth South	Sir Herbert Cayzer, Bt	Conservative
Preston 	William Kirkpatrick	Conservative
Preston 	Adrian Moreing	Conservative
Pudsey and Otley	Sir Granville Gibson	Conservative
Putney	Marcus Samuel	Conservative
Queen's University of Belfast	Thomas Sinclair	Ulster Unionist
Reading	Alfred Howitt	Conservative
Reigate	Gordon Touche	Conservative
Renfrewshire, East	Douglas Douglas-Hamilton	Conservative
Renfrewshire, West	Henry Scrymgeour-Wedderburn	Conservative
Rhondda East	William Mainwaring	Labour
Rhondda West	William John	Labour
Richmond 	Thomas Dugdale	Conservative
Richmond upon Thames	William Ray	Conservative
Ripon	John Hills	Conservative
Rochdale	William Kelly	Labour
Romford	John Parker	Labour
Ross and Cromarty	The Rt Hon. Sir Ian Macpherson, Bt	Liberal National
Rossendale	Ronald Cross	Conservative
Rotherham	William Dobbie	Labour
Rotherhithe	Ben Smith	Labour
Rother Valley	Edward Dunn	Labour
Rothwell	William Lunn	Labour
Roxburgh and Selkirk	Lord William Montagu-Douglas-Scott	Conservative
Royton	Harold Sutcliffe	Conservative
Rugby	Rt Hon. David Margesson	Conservative
Rushcliffe	Ralph Assheton	Conservative
Rutherglen	Allan Chapman	Conservative
Rutland and Stamford	Lord Willoughby de Eresby	Conservative
Rye	Sir George Courthope, Bt	Conservative
Saffron Walden	Rab Butler	Conservative
St Albans	Sir Francis Fremantle	Conservative
St Helens	William Albert Robinson	Labour
St Ives	Rt Hon. Walter Runciman	Liberal National
St Marylebone	Alec Cunningham-Reid	Conservative
St Pancras North	Ian Fraser	Conservative
St Pancras South East	Sir Alfred Beit, Bt	Conservative
St Pancras South West	Sir George Mitcheson	Conservative
Salford North	John Patrick Morris	Conservative
Salford South	Hon. John Stourton	Conservative
Salford West	James Frederick Emery	Conservative
Salisbury	James Despencer-Robertson	Conservative
Scarborough and Whitby	Sir Paul Latham, Bt	Conservative
Seaham	Manny Shinwell	Labour
Sedgefield	John Leslie	Labour
Sevenoaks	Charles Ponsonby	Conservative
Sheffield, Attercliffe	Cecil Wilson	Labour
Sheffield, Brightside	Fred Marshall	Labour
Sheffield, Central	William Boulton	Conservative
Sheffield, Ecclesall	Sir Robert Ellis, Bt	Conservative
Sheffield, Hallam	Sir Louis Smith	Conservative
Sheffield, Hillsborough	Rt Hon. A. V. Alexander	Labour Co-op
Sheffield, Park	George Lathan	Labour
Shipley	Arthur Creech Jones	Labour
Shoreditch	Ernest Thurtle	Labour
Shrewsbury	Arthur Duckworth	Conservative
Skipton	George Rickards	Conservative
Smethwick	Roy Wise	Conservative
Southampton 	William Craven-Ellis	Conservative
Southampton 	Sir Charles Barrie	Liberal National
Southend-on-Sea	Henry Channon	Conservative
South Molton	Rt Hon. George Lambert	Liberal National
Southport	Robert Hudson	Conservative
South Shields	James Chuter Ede	Labour
Southwark Central	Harry Day	Labour
Southwark North	Edward Strauss	Liberal National
Southwark South East	Thomas Naylor	Labour
Sowerby	Malcolm McCorquodale	Conservative
Spelthorne	Sir Reginald Blaker, Bt	Conservative
Spennymoor	Joseph Batey	Labour
Spen Valley	Rt. Hon. Sir John Simon	Liberal National
Stafford	Rt Hon. William Ormsby-Gore	Conservative
Stalybridge and Hyde	Philip Dunne	Conservative
Stepney Limehouse	Rt. Hon. Clement Attlee	Labour
Stepney Mile End	Daniel Frankel	Labour
Stirling and Falkirk	Joseph Westwood	Labour
Stirlingshire East and Clackmannan	MacNeill Weir	Labour
Stirlingshire West	Rt Hon. Tom Johnston	Labour
Stockport 	Sir Arnold Gridley	Conservative
Stockport 	Norman Hulbert	Conservative
Stockton on Tees	Harold Macmillan	Conservative
Stoke Newington	Sir George Jones	Conservative
Stoke-on-Trent	Ellis Smith	Labour
Stone	Joseph Lamb	Conservative
Stourbridge	Robert Morgan	Conservative
Streatham	Sir William Lane-Mitchell	Conservative
Stretford	Anthony Crossley	Conservative
Stroud	Walter Perkins	Conservative
Sudbury	The Rt Hon. Henry Burton	Conservative
Sunderland 	Stephen Furness	Liberal National
Sunderland 	Samuel Storey	Conservative
Surrey East	Charles Emmott	Conservative
Swansea East	David Williams	Labour
Swansea West	Lewis Jones	Liberal National
Swindon	Wavell Wakefield	Conservative
Tamworth	Sir John Mellor, Bt	Conservative
Taunton	Edward Wickham	Conservative
Tavistock	Colin Patrick	Conservative
Thirsk and Malton	Robin Turton	Conservative
Thornbury	Derrick Gunston	Conservative
Tiverton	Gilbert Acland-Troyte	Conservative
Tonbridge	Rt Hon. Herbert Spender-Clay	Conservative
Torquay	Charles Williams	Conservative
Totnes	Ralph Rayner	Conservative
Tottenham North	Robert Morrison	Labour Co-op
Tottenham South	Fred Messer	Labour
Twickenham	Edward Keeling	Conservative
Tynemouth	Sir Alexander Russell	Conservative
University of Wales	Ernest Evans	Liberal
Uxbridge	John Llewellin	Conservative
Wakefield	Rt. Hon. Arthur Greenwood	Labour
Wallasey	John Moore-Brabazon	Conservative
Wallsend	Irene Ward	Conservative
Walsall	Joseph Leckie	Liberal National
Walthamstow East	Sir Brograve Beauchamp, Bt	Conservative
Walthamstow West	Valentine McEntee	Labour
Wandsworth Central	Sir Henry Jackson, Bt	Conservative
Wansbeck	Bernard Cruddas	Conservative
Warrington	Noel Goldie	Conservative
Warwick and Leamington	Rt Hon. Anthony Eden	Conservative
Waterloo	Malcolm Bullock	Conservative
Watford	Rt Hon. Sir Dennis Herbert	Conservative
Wednesbury	John Banfield	Labour
Wellingborough	Archibald James	Conservative
Wells	Anthony Muirhead	Conservative
Wentworth	Wilfred Paling	Labour
West Bromwich	Rt Hon. Frederick Roberts	Labour
Westbury	Robert Grimston	Conservative
Western Isles	Malcolm Macmillan	Labour
West Ham Plaistow	Will Thorne	Labour
West Ham Silvertown	Jack Jones	Labour
West Ham Stratford	Thomas Groves	Labour
West Ham Upton	Benjamin Gardner	Labour
Westhoughton	Rhys Davies	Labour
Westminster Abbey	Sidney Herbert	Conservative
Westminster St George's	Duff Cooper	Conservative
Westmorland	Rt Hon. Oliver Stanley	Conservative
Weston-super-Mare	Ian Orr-Ewing	Conservative
Whitechapel & St Georges	J. H. Hall	Labour
Whitehaven	Frank Anderson	Labour
Widnes	Richard Pilkington	Conservative
Wigan	John Parkinson	Labour
Willesden East	Daniel Somerville	Conservative
Willesden West	Samuel Viant	Labour
Wimbledon	Sir John Power, Bt	Conservative
Winchester	Gerald Palmer	Conservative
Windsor	Annesley Somerville	Conservative
Wirral	Alan Graham	Conservative
Wolverhampton Bilston	Ian Hannah	Conservative
Wolverhampton East	Geoffrey Mander	Liberal
Wolverhampton West	Sir Robert Bird, Bt	Conservative
Woodbridge	Walter Ross-Taylor	Conservative
Wood Green	Beverley Baxter	Conservative
Woolwich East	George Hicks	Labour
Woolwich West	Rt Hon. Sir Kingsley Wood	Conservative
Worcester	Crawford Greene	Conservative
Workington	Tom Cape	Labour
The Wrekin	James Baldwin-Webb	Conservative
Wrexham	Robert Richards	Labour
Wycombe	Sir Alfred Knox	Conservative
Yeovil	George Davies	Conservative
York	Roger Lumley	Conservative
