constituency	name	party
Cornwall, North	Harold Roper	Conservative
Coventry East	Richard Crossman	Labour
Coventry North	Maurice Edelman	Labour
Coventry South	Elaine Burton	Labour
Crewe	Scholefield Allen	Labour
Crosby	Graham Page	Conservative
Croydon North-East	John Hughes-Hallett	Conservative
Croydon North-West	Fred Harris	Conservative
Croydon South	Richard Thompson	Conservative
Dagenham	John Parker	Labour
Darlington	Fergus Graham	Conservative
Dartford	Sydney Irving	Labour
Darwen	Charles Fletcher-Cooke	Conservative
Dearne Valley	Wilfred Paling	Labour
Denbigh	Emlyn Garner Evans	National Liberal
Deptford	Leslie Plummer	Labour
Derby North	Clifford Wilcock	Labour
Derby South	Philip Noel-Baker	Labour
Derbyshire North East	Henry White	Labour
Derbyshire South East	Arthur Champion	Labour
Derbyshire West	Edward Wakefield	Conservative
Devizes	H. Percivall Pott	Conservative
Devon, North	Hon. James Lindsay	Conservative
Dewsbury	William Paling	Labour
Don Valley	Tom Williams	Labour
Doncaster	Anthony Barber	Conservative
Dorking	Sir Gordon Touche	Conservative
Dorset North	Robert Crouch	Conservative
Dorset South	Victor Montagu	Conservative
Dorset West	Simon Wingfield Digby	Conservative
Dover	John Arbuthnot	Conservative
Down North	George Currie	Ulster Unionist
Down South	Lawrence Orr	Ulster Unionist
Dudley	George Wigg	Labour
Dulwich	Robert Jenkins	Conservative
Dumfriesshire	Major Niall Macpherson	National Liberal & Conservative
Dunbartonshire East	Cyril Bence	Labour
Dunbartonshire West	Tom Steele	Labour
Dundee East	George Thomson	Labour
Dundee West	John Strachey	Labour
Dunfermline Burghs	James Clunie	Labour
Durham	Charles Grey	Labour
Durham North West	William Ainsley	Labour
Ealing North	John Barter	Conservative
Ealing South	Angus Maude	Conservative
Easington	Manny Shinwell	Labour
East Grinstead	Evelyn Emmet	Conservative
East Ham North	Percy Daines	Labour
East Ham South	Albert Oram	Labour
Eastbourne	Charles Taylor	Conservative
Eastleigh	David Price	Conservative
Ebbw Vale	Aneurin Bevan	Labour
Eccles	William Proctor	Labour
Edinburgh Central	Thomas Oswald	Labour
Edinburgh East	George Willis	Labour
Edinburgh Leith	James Hoy	Labour
Edinburgh North	William Rankine Milligan	Conservative
Edinburgh Pentlands	John Hope	Conservative
Edinburgh South	William Darling	Conservative
Edinburgh West	Ian Hutchison	Conservative
Edmonton	Austen Albu	Labour
Enfield East	Ernest Davies	Labour
Enfield West	Iain MacLeod	Conservative
Epping	Graeme Finlay	Conservative
Epsom	Peter Rawlinson	Conservative
Erith and Crayford	Norman Dodds	Labour
Esher	William Robson Brown	Conservative
Essex South East	Bernard Braine	Conservative
Eton and Slough	Fenner Brockway	Labour
Exeter	Rolf Dudley-Williams	Conservative
Eye	Harwood Harrison	Conservative
Falmouth and Camborne	Frank Hayman	Labour
Farnham	Godfrey Nicholson	Conservative
Farnworth	Ernest Thornton	Labour
Faversham	Percy Wells	Labour
Feltham	Albert Hunter	Labour
Fermanagh and South Tyrone	Philip Clarke	Sinn Féin
Fife East	James Henderson-Stewart	Liberal & Conservative
Fife West	Willie Hamilton	Labour
Finchley	John Crowder	Conservative
Flint East	Eirene White	Labour
Flint West	Nigel Birch	Conservative
Folkestone and Hythe	Harry Mackeson	Conservative
Fulham	Michael Stewart	Labour
Fylde North	Hon. Richard Stanley	Conservative
Fylde South	Claude Lancaster	Conservative
Gainsborough	Harry Crookshank	Conservative
Galloway	John Mackie	Conservative
Gateshead East	Arthur Moody	Labour
Gateshead West	John Hall	Labour
Gillingham	Frederick Burden	Conservative
Glasgow Bridgeton	James Carmichael	Labour
Glasgow Cathcart	John Henderson	Conservative
Glasgow Central	James McInnes	Labour
Glasgow Craigton	Jack Browne	Conservative
Glasgow Gorbals	Alice Cullen	Labour
Glasgow Govan	John Rankin	Labour
Glasgow Hillhead	Tam Galbraith	Conservative
Glasgow Kelvingrove	Walter Elliot	Conservative
Glasgow Maryhill	William Hannan	Labour
Glasgow Pollok	John George	Conservative
Glasgow Provan	William Reid	Labour
Glasgow Scotstoun	James Hutchison	Conservative
Glasgow Shettleston	John McGovern	Labour
Glasgow Springburn	John Forman	Labour
Glasgow Woodside	William Grant	Conservative
Gloucester	Moss Turner-Samuels	Labour
Gloucestershire South	Sir Frederick Corfield	Conservative
Gloucestershire West	M. Philips Price	Labour
Goole	George Jeger	Labour
Gosport and Fareham	Reginald Bennett	Conservative
Gower	David Grenfell	Labour
Grantham	Joseph Godber	Conservative
Gravesend	Peter Kirk	Conservative
Greenock	Hector McNeil	Labour
Greenwich	Joseph Reeves	Labour
Grimsby	Kenneth Younger	Labour
Guildford	Richard Nugent	Conservative
Hackney Central	Herbert Butler	Labour
Hackney North and Stoke Newington	David Weitzman	Labour
Halifax	Maurice Macmillan	Conservative
Haltemprice	Sir Patrick Wall	Conservative
Hamilton	Tom Fraser	Labour
Hammersmith North	Frank Tomney	Labour
Hampstead	Henry Brooke	Conservative
Harborough	John Baldock	Conservative
Harrogate	James Ramsden	Conservative
Harrow Central	Patrick Bishop	Conservative
Harrow East	Ian Harvey	Conservative
Harrow West	Albert Braithwaite	Conservative
The Hartlepools	D. T. Jones	Labour
Harwich	Julian Ridsdale	Liberal & Conservative
Hastings	Neill Cooper-Key	Conservative
Hayes and Harlington	Arthur Skeffington	Labour
Hemel Hempstead	Viscountess Davidson	Conservative
Hemsworth	Horace Holmes	Labour
Hendon North	Ian Orr-Ewing	Conservative
Hendon South	Hugh Lucas-Tooth	Conservative
Henley	John Hay	Conservative
Hereford	James Thomas	Conservative
Hertford	Lord Balniel	Conservative
Hertfordshire East	Derek Walker-Smith	Conservative
Hertfordshire South West	Gilbert Longden	Conservative
Heston and Isleworth	Reader Harris	Conservative
Hexham	Rupert Speir	Conservative
Heywood and Royton	Tony Leavey	Conservative
High Peak	High Molson	Conservative
Hitchin	Martin Maddan	Conservative
Holborn and St Pancras South	Lena Jeger	Labour
Holland with Boston	Herbert Butcher	National Liberal & Conservative
Honiton	Robert Mathew	Conservative
Horncastle	John Maitland	Conservative
Hornchurch	Godfrey Lagden	Conservative
Hornsey	David Gammans	Conservative
Horsham	Frederick Gough	Conservative
Houghton-le-Spring	Billy Blyton	Labour
Hove	Anthony Marlowe	Conservative
Howden	Sir Paul Bryan	Conservative
Huddersfield East	Joseph Mallalieu	Labour
Huddersfield West	Donald Wade	Liberal
Huntingdonshire	David Renton	National Liberal & Conservative
Huyton	Harold Wilson	Labour
Ilford North	Tom Iremonger	Conservative
Ilford South	Albert Cooper	Conservative
Ilkeston	George Oliver	Labour
Ince	Tom Brown	Labour
Inverness	Neil McLean	Conservative
Ipswich	Richard Stokes	Labour
Isle of Ely	Harry Legge-Bourke	Conservative
Isle of Thanet	William Rees-Davies	Conservative
Isle of Wight	Peter Macdonald	Conservative
Islington East	Eric Fletcher	Labour
Islington North	Wilfred Fienburgh	Labour
Islington South West	Albert Evans	Labour
Jarrow	Ernest Fernyhough	Labour
Keighley	Charles Hobson	Labour
Kensington North	George Rogers	Labour
Kensington South	Patrick Spens	Conservative
Kettering	Gilbert Mitchison	Labour
Kidderminster	Gerald Nabarro	Conservative
Kilmarnock	William Ross	Labour
King's Lynn	Ronald Scott-Miller	Conservative
Kingston upon Hull East	Harry Pursey	Labour
Kingston upon Hull North	Austen Hudson	Conservative
Kingston upon Hull West	Mark Hewitson	Labour
Kingston-upon-Thames	John Boyd-Carpenter	Conservative
Kinross and West Perthshire	Gilmour Leburn	Conservative
Kirkcaldy Burghs	Thomas Hubbard	Labour
Knutsford	Walter Bromley-Davenport	Conservative
Lanark	Patrick Maitland	Conservative
Lanarkshire North	Margaret Herbison	Labour
Lancaster	Fitzroy Maclean	Conservative
Leeds East	Denis Healey	Labour
Leeds North East	Osbert Peake	Conservative
Leeds North West	Donald Kaberry	Conservative
Leeds South	Hugh Gaitskell	Labour
Leeds South East	Alice Bacon	Labour
Leeds West	Charles Pannell	Labour
Leek	Harold Davies	Labour
Leicester North East	Lynn Ungoed-Thomas	Labour
Leicester North West	Barnett Janner	Labour
Leicester South East	Charles Waterhouse	Conservative
Leicester South West	Herbert Bowden	Labour
Leigh	Harold Boardman	Labour
Leominster	Archer Baldwin	Conservative
Lewes	Tufton Beamish	Conservative
Lewisham North	Sir Austin Hudson, Bt.	Conservative
Lewisham South	Herbert Morrison	Labour
Lewisham West	Henry Price	Conservative
Leyton	Reginald Sorensen	Labour
Lichfield and Tamworth	Julian Snow	Labour
Lincoln	Geoffrey de Freitas	Labour
Liverpool Edge Hill	Arthur Irvine	Labour
Liverpool Exchange	Bessie Braddock	Labour
Liverpool Garston	Victor Raikes	Conservative
Liverpool Kirkdale	Norman Pannell	Conservative
Liverpool Scotland	David Logan	Labour
Liverpool Toxteth	Reginald Bevins	Conservative
Liverpool Walton	Kenneth Thompson	Conservative
Liverpool Wavertree	John Tilney	Conservative
Liverpool West Derby	John Woollam	Conservative
Llanelli	Jim Griffiths	Labour
Londonderry	Robin Chichester-Clark	Ulster Unionist
Loughborough	John Cronin	Labour
Louth	Cyril Osborne	Conservative
Lowestoft	Edward Evans	Labour
Ludlow	Christopher Holland-Martin	Conservative
Luton	Charles Hill	Liberal & Conservative
Macclesfield	Arthur Vere Harvey	Conservative
Maidstone	Alfred Bossom	Conservative
Maldon	Alastair Harrison	Conservative
Manchester Ardwick	Leslie Lever	Labour
Manchester Blackley	Eric Johnson	Conservative
Manchester Cheetham	Harold Lever	Labour
Manchester Exchange	Will Griffiths	Labour
Manchester Gorton	Konni Zilliacus	Labour
Manchester Moss Side	Florence Horsbrugh	Conservative
Manchester Openshaw	William Williams	Labour
Manchester Withington	Sir Robert Cary, Bt.	Conservative
Manchester Wythenshawe	Eveline Hill	Conservative
Mansfield	Bernard Taylor	Labour
Melton	Anthony Nutting	Conservative
Meriden	Reginald Moss	Labour
Merioneth	Thomas Jones	Labour
Merthyr Tydfil	S.O. Davies	Labour
Merton and Morden	Humphrey Atkins	Conservative
Middlesbrough East	Hilary Marquand	Labour
Middlesbrough West	Jocelyn Simon	Conservative
Middleton and Prestwich	Sir John Barlow	Conservative
Midlothian	David Pryde	Labour
Mitcham	Robert Carr	Conservative
Monmouth	Peter Thorneycroft	Conservative
Montgomery	Clement Davies	Liberal
Moray and Nairn	Hon. James Stuart	Conservative
Morecambe and Lonsdale	Ian Fraser	Conservative
Morpeth	Will Owen	Labour
Motherwell	George Lawson	Labour
Nantwich	Robert Grant-Ferris	Conservative
Neath	D. J. Williams	Labour
Nelson and Colne	Sydney Silverman	Labour
New Forest	Oliver Crosthwaite-Eyre	Conservative
Newark	George Deer	Labour
Newbury	Anthony Hurd	Conservative
Newcastle-under-Lyme	Stephen Swingler	Labour
Newcastle upon Tyne Central	Ted Short	Labour
Newcastle upon Tyne East	Arthur Blenkinsop	Labour
Newcastle upon Tyne North	Hon. Gwilym Lloyd George	Liberal & Conservative
Newcastle upon Tyne West	Ernest Popplewell	Labour
Newport	Peter Freeman	Labour
Newton	Frederick Lee	Labour
Norfolk Central	Frank Medlicott	National Liberal & Conservative
Norfolk North	Edwin Gooch	Labour
Norfolk South	John Hill	Conservative
Norfolk, South West	Sidney Dye	Labour
Normanton	Albert Roberts	Labour
Northampton	Reginald Paget	Labour
Northamptonshire South	Reginald Manningham-Buller	Conservative
Northwich	John Foster	Conservative
Norwich North	John Paton	Labour
Norwich South	Geoffrey Rippon	Conservative
Norwood	John Smyth	Conservatuve
Nottingham Central	John Cordeaux	Conservative
Nottingham North	James Harrison	Labour
Nottingham South	Denis Keegan	Conservative
Nottingham West	Tom O'Brien	Labour
Nuneaton	Frank Bowles	Labour
Ogmore	Walter Padley	Labour
Oldbury and Halesowen	Arthur Moyle	Labour
Oldham East	Sir Ian Horobin	Conservative
Oldham West	Leslie Hale	Labour
Orkney and Shetland	Jo Grimond	Liberal
Ormskirk	Douglas Glover	Conservative
Orpington	Donald Sumner	Conservative
Oswestry	Hon. David Ormsby-Gore	Conservative
Oxford	Lawrence Turner	Conservative
Paddington North	Ben Parkin	Labour
Paddington South	Robert Allan	Conservative
Paisley	Douglas Johnston	Labour
Peckham	Freda Corbet	Labour
Pembrokeshire	Desmond Donnelly	Labour
Penistone	Henry McGhee	Labour
Penrith and the Border	William Whitelaw	Conservative
Perth and East Perthshire	Alan Gomme-Duncan	Conservative
Peterborough	Harmar Nicholls	Conservative
Petersfield	Hon. Peter Legh	Conservative
Plymouth Devonport	Joan Vickers	Conservative & National Liberal
Plymouth Sutton	Hon. Jakie Astor	Conservative
Pontefract	George Sylvester	Labour
Pontypool	Granville West	Labour
Pontypridd	Arthur Pearson	Labour
Poole	Richard Pilkington	Conservative
Poplar	Charles Key	Labour
Portsmouth Langstone	Geoffrey Stevens	Conservative
Portsmouth South	Jocelyn Lucas	Conservative
Portsmouth West	Terence Clarke	Conservative
Preston North	Julian Amery	Conservative
Preston South	Alan Green	Conservative
Pudsey	Cyril Banks	Conservative
Putney	Hugh Linstead	Conservative
Reading	Ian Mikardo	Labour
Reigate	John Vaughan-Morgan	Conservative
Renfrewshire East	Guy Lloyd	Conservative
Renfrewshire West	John Maclay	Liberal & Conservative
Rhondda East	William Mainwaring	Labour
Rhondda West	Iorwerth Thomas	Labour
Richmond 	Sir George Harvie-Watt	Conservative
Richmond 	Thomas Dugdale	Conservative
Ripon	Malcolm Stoddart-Scott	Conservative
Rochdale	Wentworth Schofield	Conservative
Rochester and Chatham	Arthur Bottomley	Labour
Romford	Ron Ledger	Labour
Ross and Cromarty	Capt. John MacLeod	National Liberal
Rossendale	Tony Greenwood	Labour
Rother Valley	David Griffiths	Labour
Rotherham	Jack Jones	Labour
Rowley Regis and Tipton	Arthur Henderson	Labour
Roxburgh, Selkirk and Peebles	Charles Donaldson	Conservative
Rugby	James Johnson	Labour
Ruislip-Northwood	Petre Crowder	Conservative
Runcorn	Dennis Vosper	Conservative
Rushcliffe	Martin Redmayne	Conservative
Rutherglen	Richard Brooman-White	Conservative
Rutland and Stamford	Sir Roger Conant	Conservative
Rye	Godman Irvine	Conservative
Saffron Walden	Rab Butler	Conservative
St Albans	Hon. John Grimston	Conservative
St Helens	Hartley Shawcross	Labour
St Ives	Hon. Greville Howard	Conservative
St Marylebone	Wavell Wakefield	Conservative
St Pancras North	Kenneth Robinson	Labour
Salford East	Frank Allaun	Labour
Salford West	Charles Royle	Labour
Salisbury	John Morrison	Conservative
Scarborough and Whitby	Alexander Spearman	Conservative
Sedgefield	Joseph Slater	Labour
Sevenoaks	Sir John Rodgers	Conservative
Sheffield, Attercliffe	John Hynd	Labour
Sheffield, Brightside	Richard Winterbottom	Labour
Sheffield, Hallam	Sir Roland Jennings	Conservative
Sheffield, Heeley	Peter Roberts	Conservative
Sheffield, Hillsborough	George Darling	Labour
Sheffield, Park	Fred Mulley	Labour
Shipley	Geoffrey Hirst	Conservative
Shoreditch and Finsbury	Victor Collins	Labour
Shrewsbury	John Langford-Holt	Conservative
Skipton	Burnaby Drayson	Conservative
Smethwick	Patrick Gordon Walker	Labour
Solihull	Martin Lindsay	Conservative
Somerset North	Edwin Leather	Conservative
South Shields	James Chuter Ede	Labour
Southall	George Pargiter	Labour
Southampton Itchen	Horace King	Labour
Southampton Test	John Howard	Conservative
Southend East	Stephen McAdden	Conservative
Southend West	Henry Channon	Conservative
Southgate	Beverley Baxter	Conservative
Southport	Roger Fleetwood-Hesketh	Conservative
Southwark	George Isaacs	Labour
Sowerby	Douglas Houghton	Labour
Spelthorne	Beresford Craddock	Conservative
Stafford and Stone	Hugh Fraser	Conservative
Stalybridge and Hyde	Fred Blackburn	Labour
Stepney	Walter Edwards	Labour
Stirling and Falkirk	Malcolm MacPherson	Labour
Stirlingshire East and Clackmannan	Arthur Woodburn	Labour
Stirlingshire West	Alfred Balfour	Labour
Stockport North	Norman Hulbert	Conservative
Stockport South	Harold Steward	Conservative
Stockton-on-Tees	George Chetwynd	Labour
Stoke-on-Trent Central	Barnett Stross	Labour
Stoke-on-Trent North	Harriet Slater	Labour
Stoke-on-Trent South	Ellis Smith	Labour
Stratford-on-Avon	John Profumo	Conservative
Streatham	Duncan Sandys	Conservative
Stretford	Samuel Storey	Conservative
Stroud	Anthony Kershaw	Conservative
Sudbury and Woodbridge	John Hare	Conservative
Sunderland North	Fred Willey	Labour
Sunderland South	Paul Williams	Conservative
Surbiton	Sir Nigel Fisher	Conservative
Surrey East	Charles Doughty	Conservative
Sutton and Cheam	Richard Sharples	Conservative
Sutton Coldfield	Geoffrey Lloyd	Conservative
Swansea East	David Mort	Labour
Swansea West	Percy Morris	Labour
Swindon	Francis Noel-Baker	Labour
Taunton	Henry Hopkinson	Conservative
Tavistock	Henry Studholme	Conservative
Thirsk and Malton	Robin Turton	Conservative
Thurrock	Hugh Delargy	Labour
Tiverton	Derick Heathcoat-Amory	Conservative
Tonbridge	Gerald Williams	Conservative
Torquay	Charles Williams	Conservative
Torrington	Hon. George Lambert	National Liberal & Conservative
Totnes	Ray Mawby	Conservative
Tottenham	Frederick Messer	Labour
Truro	Geoffrey Wilson	Conservative
Twickenham	Roger Gresham Cooke	Conservative
Tynemouth	Irene Ward	Conservative
Ulster, Mid	Tom Mitchell	Sinn Féin
Uxbridge	Frank Beswick	Labour
Vauxhall	George Strauss	Labour
Wakefield	Arthur Creech Jones	Labour
Wallasey	Ernest Marples	Conservative
Wallsend	John McKay	Labour
Walsall North	William Wells	Labour
Walsall South	Henry d'Avigdor-Goldsmid	Conservative
Walthamstow East	John Harvey	Conservative
Walthamstow West	Clement Attlee	Labour
Wandsworth Central	Michael Hughes-Young	Conservative
Warrington	Edith Summerskill	Labour
Warwick and Leamington	Anthony Eden	Conservative
Watford	Frederick Farey-Jones	Conservative
Wednesbury	Stanley Evans	Labour
Wellingborough	George Lindgren	Labour
Wells	Lynch Maydon	Conservative
Wembley North	Eric Bullus	Conservative
Wembley South	Ronald Russell	Conservative
West Bromwich	John Dugdale	Labour
West Ham North	Arthur Lewis	Labour
West Ham South	Elwyn Jones	Labour
West Lothian	John Taylor	Labour
Westbury	Robert Grimston	Conservative
Western Isles	Malcolm Macmillan	Labour
Westhoughton	Tom Price	Labour
Westmorland	William Fletcher-Vane	Conservative
Weston-super-Mare	Ian Orr-Ewing	Conservative
Whitehaven	Frank Anderson	Labour
Widnes	James MacColl	Labour
Wigan	Ronald Williams	Labour
Willesden East	Maurice Orbach	Labour
Willesden West	Samuel Viant	Labour
Wimbledon	Cyril Black	Conservative
Winchester	Peter Smithers	Conservative
Windsor	Charles Mott-Radclyffe	Conservative
Wirral	Selwyn Lloyd	Conservative
Woking	Harold Watkinson	Conservative
Wokingham	Peter Remnant	Conservative
Wolverhampton North East	John Baird	Labour
Wolverhampton South West	Enoch Powell	Conservative
Wood Green	Joyce Butler	Labour Co-operative
Woodford	Winston Churchill	Conservative
Woolwich East	Christopher Mayhew	Labour
Woolwich West	William Steward	Conservative
Worcester	Hon. George Ward	Conservative
Worcestershire, South	Sir Peter Agnew	Conservative
Workington	Fred Peart	Labour
Worthing	Otho Prior-Palmer	Conservative
The Wrekin	William Yates	Conservative
Wrexham	James Idwal Jones	Labour
Wycombe	Sir John Hall	Conservative
Yarmouth	Anthony Fell	Conservative
Yeovil	John Peyton	Conservative
York	Harry Hylton-Foster	Conservative
