constituency	name	party
Dumfriesshire	Joseph Hunter	Liberal
Dunbartonshire	John Thom	Conservative
Dundee 	Dingle Foot	Liberal
Dundee 	Florence Horsbrugh	Conservative
Dunfermline Burghs	John Wallace	Liberal National
Durham	William McKeag	Liberal
Ealing	Sir Frank Sanderson, Bt	Conservative
Eastbourne	Edward Marjoribanks	Conservative
East Grinstead	Sir Henry Cautley, Bt	Conservative
East Ham North	John Mayhew	Conservative
East Ham South	Malcolm Campbell-Johnston	Conservative
Ebbw Vale	Aneurin Bevan	Labour
Eccles	John Potter	Conservative
Eddisbury	R. J. Russell	Liberal National
Edinburgh Central	James Guy	Conservative
Edinburgh East	David Marshall Mason	Liberal
Edinburgh North	Sir Patrick Ford, Bt	Conservative
Edinburgh South	Sir Samuel Chapman	Conservative
Edinburgh West	Wilfid Normand	Conservative
Edmonton	John Rutherford	Conservative
Elland	Thomas Levy	Conservative
Enfield	Reginald Applin	Conservative
Epping	Rt Hon. Winston Churchill	Conservative
Epsom	Archibald Southby	Conservative
Essex South East	Victor Raikes	Conservative
Evesham	Rt Hon. Sir Bolton Eyres-Monsell	Conservative
Exeter	Arthur Reed	Conservative
Eye	Edgar Granville	Liberal National
Fareham	Sir Thomas Inskip	Conservative
Farnham	Sir Arthur Samuel	Conservative
Farnworth	James Stones	Conservative
Faversham	Adam Maitland	Conservative
Fermanagh and Tyrone 	Joseph Devlin	Irish Nationalist
Fermanagh and Tyrone 	Cahir Healy	Irish Nationalist
Fife East	Sir James Duncan Millar	Liberal National
Fife West	Charles Milne	Conservative
Finchley	Hon. Edward Cadogan	Conservative
Finsbury	Sir George Gillett	National Labour
Flintshire	Frederick Llewellyn-Jones	Liberal National
Forest of Dean	John Worthington	National Labour
Forfarshire	William T. Shaw	Conservative
Frome	Henry Thynne	Conservative
Fulham East	Sir Kenyon Vaughan-Morgan	Conservative
Fulham West	Sir Cyril Cobb	Conservative
Fylde	Edward Stanley	Conservative
Gainsborough	Harry Crookshank	Conservative
Galloway	John Mackie	Conservative
Gateshead	Thomas Magnay	Liberal National
Gillingham	Sir Robert Gower	Conservative
Glasgow Bridgeton	James Maxton	Independent Labour Party
Glasgow Camlachie	James Stevenson	Conservative
Glasgow Cathcart	John Train	Conservative
Glasgow Central	Sir William Alexander	Conservative
Glasgow Gorbals	George Buchanan	Independent Labour
Glasgow Govan	Neil Maclean	Labour
Glasgow Hillhead	Rt Hon. Sir Robert Horne	Conservative
Glasgow Kelvingrove	Walter Elliott	Conservative
Glasgow Maryhill	Douglas Jamieson	Conservative
Glasgow Partick	Charles MacAndrew	Conservative
Glasgow Pollok	Rt Hon. Sir John Gilmour, Bt	Conservative
Glasgow St. Rollox	William Leonard	Labour Co-op
Glasgow Shettleston	John McGovern	Independent Labour Party
Glasgow Springburn	Charles Emmott	Conservative
Glasgow Tradeston	William McLean	Conservative
Gloucester	Leslie Boyce	Conservative
Gower	David Grenfell	Labour
Grantham	Sir Victor Warrender, Bt	Conservative
Gravesend	Irving Albery	Conservative
Great Yarmouth	Arthur Harbord	Liberal National
Greenock	Sir Godfrey Collins	Liberal National
Greenwich	Sir George Hume	Conservative
Grimsby	Walter Womersley	Conservative
Guildford	Hon. Charles Rhys	Conservative
Hackney Central	John Lockwood	Conservative
Hackney North	Austin Hudson	Conservative
Hackney South	Marjorie Graves	Conservative
Halifax	Gilbert Gledhill	Conservative
Hamilton	Duncan Graham	Labour
Hammersmith North	Mary Pickford	Conservative
Hammersmith South	Douglas Cooke	Conservative
Hampstead	George Balfour	Conservative
Hanley	Harold Hales	Conservative
Harborough	Arthur Stuart	Conservative
Harrow	Sir Isidore Salmon	Conservative
The Hartlepools	W. G. Howard Gritten	Conservative
Harwich	Percy Pybus	Liberal National
Hastings	Rt Hon. Eustace Percy	Conservative
Hemel Hempstead	Rt Hon. J. C. C. Davidson	Conservative
Hemsworth	Gabriel Price	Labour
Hendon	Rt Hon. Sir Philip Cunliffe-Lister	Conservative
Henley	Robert Henderson	Conservative
Hereford	James Thomas	Conservative
Hertford	Murray Sueter	Conservative
Hexham	Douglas Clifton Brown	Conservative
Heywood and Radcliffe	Joseph Cooksey Jackson	Conservative
High Peak	Sir Alfred Law	Conservative
Hitchin	Viscount Knebworth	Conservative
Holborn	Stuart Bevan	Conservative
Holderness	Samuel Savery	Conservative
Holland-with-Boston	James Blindell	Liberal National
Honiton	Cedric Drewe	Conservative
Horncastle	Henry Haslam	Conservative
Hornsey	Euan Wallace	Conservative
Horsham and Worthing	The Earl Winterton PC	Conservative
Houghton-le-Spring	Robert Chapman	Conservative
Howdenshire	William Carver	Conservative
Huddersfield	William Mabane	Liberal National
Huntingdonshire	Sidney Peters	Liberal National
Hythe	Rt Hon. Sir Philip Sassoon, Bt	Conservative
Ilford	Sir George Hamilton	Conservative
Ilkeston	Abraham Flint	National Labour
Ince	Gordon Macdonald	Labour
Inverness	Sir Murdo Macdonald	Liberal National
Ipswich	Sir John Ganzoni, Bt	Conservative
Isle of Ely	James de Rothschild	Liberal
Isle of Thanet	Harold Balfour	Conservative
Isle of Wight	Peter Macdonald	Conservative
Islington East	Thelma Cazalet	Conservative
Islington North	Albert Goodman	Conservative
Islington South	Tom Howard	Conservative
Islington West	Patrick Donner	Conservative
Jarrow	William Pearson	Conservative
Keighley	George Harvie-Watt	Conservative
Kennington	George Harvey	Conservative
Kensington North	James Duncan	Conservative
Kensington South	Sir William Davison	Conservative
Kettering	John Eastwood	Conservative
Kidderminster	Sir John Wardlaw-Milne	Conservative
Kilmarnock	Rt Hon. Craigie Aitchison	National Labour
King's Lynn	The Lord Fermoy	Conservative
Kingston upon Hull Central	Basil Barton	Conservative
Kingston upon Hull East	John Nation	Conservative
Kingston upon Hull North West	Sir Lambert Ward, Bt	Conservative
Kingston upon Hull South West	Richard Law	Conservative
Kingston-upon-Thames	Sir Frederick Penny	Conservative
Kingswinford	Alan Todd	Conservative
Kinross & West Perthshire	The Duchess of Atholl	Conservative
Kirkcaldy District of Burghs	Albert Russell	Conservative
Knutsford	Ernest Makins	Conservative
Lambeth North	Frank Briant	Liberal
Lanark	Alec Douglas-Home	Conservative
Lanarkshire North	William Anstruther-Gray	Conservative
Lancaster	Herwald Ramsbotham	Conservative
Leeds Central	Richard Denman	National Labour
Leeds North	Osbert Peake	Conservative
Leeds North East	Sir John Birchall	Conservative
Leeds South	Noel Whiteside	Conservative
Leeds South East	James Milner	Labour
Leeds West	Vyvyan Adams	Conservative
Leek	Arthur Ratcliffe	Conservative
Leicester East	Abraham Lyons	Conservative
Leicester South	Charles Waterhouse	Conservative
Leicester West	Ernest Pickering	Liberal
Leigh	Joe Tinker	Labour
Leith	Ernest Brown	Liberal National
Leominster	Ernest Shepperson	Conservative
Lewes	John Loder	Conservative
Lewisham East	Sir Assheton Pownall	Conservative
Lewisham West	Sir Philip Dawson	Conservative
Leyton East	Sir Frederick Mills, Bt	Conservative
Leyton West	Sir Wilfrid Sugden	Conservative
Lichfield	James Lovat-Fraser	National Labour
Lincoln	Walter Liddall	Conservative
Linlithgowshire	Sir Adrian Baillie, Bt	Conservative
Liverpool East Toxteth	Patrick Buchan-Hepburn	Conservative
Liverpool Edge Hill	Sir Hugo Rutherford, Bt	Conservative
Liverpool Everton	Frank Hornby	Conservative
Liverpool Exchange	Sir James Reynolds, Bt	Conservative
Liverpool Fairfield	Edmund Brocklebank	Conservative
Liverpool Kirkdale	Robert Rankin	Conservative
Liverpool Scotland	David Logan	Labour
Liverpool Walton	Reginald Purbrick	Conservative
Liverpool Wavertree	Ronald Nall-Cain	Conservative
Liverpool West Derby	Sir John Sandeman Allen	Conservative
Liverpool West Toxteth	Clyde Wilson	Conservative
Llandaff and Barry	Patrick Munro	Conservative
Llanelli	John Henry Williams	Labour
London University	Sir Ernest Graham-Little	National Independent
Londonderry	Ronald Ross	Ulster Unionist
Lonsdale	Lord Balniel	Conservative
Loughborough	Lawrence Kimball	Conservative
Louth	Arthur Heneage	Conservative
Lowestoft	Sir Gervais Rentoul	Conservative
Ludlow	George Windsor-Clive	Conservative
Luton	Leslie Burgin	Liberal National
Macclesfield	John Remer	Conservative
Maidstone	Alfred Bossom	Conservative
Maldon	Edward Ruggles-Brise	Conservative
Manchester Ardwick	Albert Fuller	Conservative
Manchester Blackley	John Lees-Jones	Conservative
Manchester Clayton	William Flanagan	Conservative
Manchester Exchange	Edward Fielden	Conservative
Manchester Gorton	Eric Bailey	Conservative
Manchester Hulme	Joseph Nall	Conservative
Manchester Moss Side	Sir Gerald Hurst	Conservative
Manchester Platting	Alan Chorlton	Conservative
Manchester Rusholme	Sir Frank Merriman	Conservative
Manchester Withington	Edward Fleming	Conservative
Mansfield	Charles Brown	Labour
Melton	Lindsay Everard	Conservative
Merioneth	Henry Haydn Jones	Liberal
Merthyr	R. C. Wallhead	Independent Labour Party
Middlesbrough East	Ernest Young	Liberal
Middlesbrough West	F. Kingsley Griffith	Liberal
Middleton and Prestwich	Sir Nairne Stewart Sandeman, Bt	Conservative
Midlothian North	John Colville	Conservative
Midlothian South and Peebles	Archibald Maule Ramsay	Conservative
Mitcham	Sir Richard Meller	Conservative
Monmouth	Sir Leolin Forestier-Walker, Bt	Conservative
Montgomery	Clement Davies	Liberal National
Montrose Burghs	Sir Robert Hutchison	Liberal National
Moray & Nairn	Hon. James Stuart	Conservative
Morpeth	Godfrey Nicholson	Conservative
Mossley	Austin Hopkinson	National Independent
Motherwell	Thomas Ormiston	Conservative
Neath	Sir William Jenkins	Labour
Nelson and Colne	Linton Thorp	Conservative
Newark	The Marquess of Titchfield	Conservative
Newbury	Howard Clifton Brown	Conservative
Newcastle-under-Lyme	Rt Hon. Josiah Wedgwood	Independent Labour
Newcastle-upon-Tyne Central	Alfred Denville	Conservative
Newcastle-upon-Tyne East	Sir Robert Aske, Bt	Liberal National
Newcastle-upon-Tyne North	Sir Nicholas Grattan-Doyle	Conservative
Newcastle-upon-Tyne West	Joseph Leech	Conservative
New Forest and Christchurch	Rt Hon. Wilfrid Ashley	Conservative
Newport	Reginald Clarry	Conservative
Newton	Reginald Essenhigh	Conservative
Norfolk East	Viscount Elmley	Liberal National
Norfolk North	Thomas Cook	Conservative
Norfolk South	James Christie	Conservative
Norfolk South West	Sir Alan McLean	Conservative
Normanton	Frederick Hall	Labour
Northampton	Sir Mervyn Manningham-Buller, Bt	Conservative
Northwich	Lord Colum Crichton-Stuart	Conservative
Norwich 	Geoffrey Shakespeare	Liberal National
Norwich 	George Hartland	Conservative
Norwood	Sir Walter Greaves-Lord	Conservative
Nottingham Central	Terence O'Connor	Conservative
Nottingham East	Louis Gluckstein	Conservative
Nottingham South	Holford Knight	National Labour
Nottingham West	Cecil Caporn	Conservative
Nuneaton	Edward North	Conservative
Ogmore	Edward Williams	Labour
Oldham 	Anthony Crossley	Conservative
Oldham 	Hamilton Kerr	Conservative
Orkney and Shetland	Sir Robert Hamilton	Liberal
Ormskirk	Sir Samuel Rosbotham	National Labour
Oswestry	Bertie Leighton	Conservative
Oxford	Robert Bourne	Conservative
Oxford University 	Rt Hon. Lord Hugh Cecil	Conservative
Oxford University 	Sir Charles Oman	Conservative
Paddington North	Brendan Bracken	Conservative
Paddington South	Ernest Taylor	Conservative
Paisley	Hon. Joseph Maclay	Liberal
Peckham	Viscount Borodale	Conservative
Pembrokeshire	Gwilym Lloyd George	Independent Liberal
Penistone	Clifford Glossop	Conservative
Penrith and Cockermouth	Arthur Dixey	Conservative
Penryn and Falmouth	Maurice Petherick	Conservative
Perth	Lord Scone	Conservative
Peterborough	Lord Burghley	Conservative
Petersfield	Rt Hon. William Graham Nicholson	Conservative
Plymouth Devonport	Leslie Hore-Belisha	Liberal National
Plymouth Drake	Rt Hon. Freddie Guest	Conservative
Plymouth Sutton	Nancy Astor	Conservative
Pontefract	Thomas Sotheron-Estcourt	Conservative
Pontypool	Thomas Griffiths	Labour
Pontypridd	David Lewis Davies	Labour
Poplar South	David Morgan Adams	Labour
Portsmouth Central	Hon. Ralph Beaumont	Conservative
Portsmouth North	Sir Bertram Falle, Bt	Conservative
Portsmouth South	Sir Herbert Cayzer, Bt	Conservative
Preston 	William Kirkpatrick	Conservative
Preston 	Adrian Moreing	Conservative
Pudsey and Otley	Granville Gibson	Conservative
Putney	Samuel Samuel	Conservative
Queen's University of Belfast	Thomas Sinclair	Ulster Unionist
Reading	Alfred Howitt	Conservative
Reigate	Gordon Touche	Conservative
Renfrewshire, East	Douglas Douglas-Hamilton	Conservative
Renfrewshire, West	Henry Scrymgeour-Wedderburn	Conservative
Rhondda East	David Watts-Morgan	Labour
Rhondda West	William John	Labour
Richmond 	Thomas Dugdale	Conservative
Richmond upon Thames	Sir Newton Moore	Conservative
Ripon	Rt Hon. John Hills	Conservative
Rochdale	Thomas Jesson	Conservative
Romford	William Hutchison	Conservative
Ross and Cromarty	Rt Hon. Ian Macpherson	Liberal National
Rossendale	Ronald Cross	Conservative
Rotherham	George Herbert	Conservative
Rotherhithe	Norah Runge	Conservative
Rother Valley	Thomas Walter Grundy	Labour
Rothwell	William Lunn	Labour
Roxburgh and Selkirk	The Earl of Dalkeith	Conservative
Royton	Harold Sutcliffe	Conservative
Rugby	David Margesson	Conservative
Rushcliffe	Sir Henry Betterton, Bt	Conservative
Rutherglen	Herbert Moss	Conservative
Rutland and Stamford	Neville Smith-Carington	Conservative
Rye	Sir George Courthope, Bt	Conservative
Saffron Walden	Rab Butler	Conservative
St Albans	Sir Francis Fremantle	Conservative
St Helens	Richard Austin Spencer	Conservative
St Ives	Rt Hon. Walter Runciman	Liberal National
St Marylebone	Sir Rennell Rodd	Conservative
St Pancras North	Ian Fraser	Conservative
St Pancras South East	Sir Alfred Beit, Bt	Conservative
St Pancras South West	George Mitcheson	Conservative
Salford North	John Morris	Conservative
Salford South	Hon. John Stourton	Conservative
Salford West	Fred Astbury	Conservative
Salisbury	James Despencer-Robertson	Conservative
Scarborough and Whitby	Sir Paul Latham, Bt	Conservative
Seaham	Rt Hon. Ramsay MacDonald	National Labour
Sedgefield	Roland Jennings	Conservative
Sevenoaks	Rt Hon. Sir Hilton Young	Conservative
Sheffield, Attercliffe	Cecil Pike	Conservative
Sheffield, Brightside	Hamer Russell	Conservative
Sheffield, Central	William Boulton	Conservative
Sheffield, Ecclesall	Sir Samuel Roberts, Bt	Conservative
Sheffield, Hallam	Louis Smith	Conservative
Sheffield, Hillsborough	Gurney Braithwaite	Conservative
Sheffield, Park	Sir Arthur Benn	Conservative
Shipley	James Lockwood	Conservative
Shoreditch	Charles Summersby	Liberal National
Shrewsbury	Arthur Duckworth	Conservative
Skipton	Ernest Bird	Conservative
Smethwick	Roy Wise	Conservative
Southampton 	William Craven-Ellis	Conservative
Southampton 	Sir Charles Barrie	Liberal National
Southend-on-Sea	The Countess of Iveagh	Conservative
South Molton	Rt Hon. George Lambert	Liberal National
Southport	Robert Hudson	Conservative
South Shields	Harcourt Johnstone	Liberal
Southwark Central	Ian Horobin	National
Southwark North	Edward Strauss	Liberal National
Southwark South East	George Powell	Conservative
Sowerby	Malcolm McCorquodale	Conservative
Spelthorne	Sir Reginald Blaker, Bt	Conservative
Spennymoor	Joseph Batey	Labour
Spen Valley	Rt Hon. Sir John Simon	Liberal National
Stafford	Rt Hon. William Ormsby-Gore	Conservative
Stalybridge and Hyde	Sydney Hope	Conservative
Stepney Limehouse	Clement Attlee	Labour
Stepney Mile End	William O'Donovan	Conservative
Stirling and Falkirk	James Reid	Conservative
Stirlingshire East and Clackmannan	James Wellwood Johnston	Conservative
Stirlingshire West	J. Campbell Ker	Conservative
Stockport 	Samuel Hammersley	Conservative
Stockport 	Alan Dower	Conservative
Stockton on Tees	Harold Macmillan	Conservative
Stoke Newington	Sir George Jones	Conservative
Stoke-on-Trent	Ida Copeland	Conservative
Stone	Sir Joseph Lamb	Conservative
Stourbridge	Robert Morgan	Conservative
Streatham	Sir William Lane-Mitchell	Conservative
Stretford	Gustav Renwick	Conservative
Stroud	Walter Perkins	Conservative
Sudbury	Rt Hon. Henry Burton	Conservative
Sunderland 	Luke Thompson	Conservative
Sunderland 	Samuel Storey	Conservative
Surrey East	James Galbraith	Conservative
Swansea East	David Williams	Labour
Swansea West	Lewis Jones	Liberal National
Swindon	Sir Reginald Banks	Conservative
Tamworth	Rt Hon. Sir Arthur Steel-Maitland, Bt	Conservative
Taunton	Andrew Gault	Conservative
Tavistock	Colin Patrick	Conservative
Thirsk and Malton	Robin Turton	Conservative
Thornbury	Derrick Gunston	Conservative
Tiverton	Gilbert Acland-Troyte	Conservative
Tonbridge	Herbert Spender-Clay	Conservative
Torquay	Charles Williams	Conservative
Totnes	Samuel Harvey	Conservative
Tottenham North	Edward Doran	Conservative
Tottenham South	Noel Palmer	National Labour
Twickenham	Sir John Ferguson	Conservative
Tynemouth	Alexander Russell	Conservative
University of Wales	Ernest Evans	Liberal
Uxbridge	John Llewellin	Conservative
Wakefield	George Hillman	Conservative
Wallasey	John Moore-Brabazon	Conservative
Wallsend	Irene Ward	Conservative
Walsall	Joseph Leckie	National
Walthamstow East	Sir Brograve Beauchamp, Bt	Conservative
Walthamstow West	Valentine McEntee	Labour
Wandsworth Central	Henry Jackson	Conservative
Wansbeck	Bernard Cruddas	Conservative
Warrington	Noel Goldie	Conservative
Warwick and Leamington	Anthony Eden	Conservative
Waterloo	Malcolm Bullock	Conservative
Watford	Sir Dennis Herbert	Conservative
Wednesbury	Viscount Ednam	Conservative
Wellingborough	Archibald James	Conservative
Wells	Anthony Muirhead	Conservative
Wentworth	George Harry Hirst	Labour
West Bromwich	Alexander Ramsay	Conservative
Westbury	Robert Grimston	Conservative
Western Isles	Thomas Ramsay	Liberal National
West Ham Plaistow	Will Thorne	Labour
West Ham Silvertown	Jack Jones	Labour
West Ham Stratford	Thomas Groves	Labour
West Ham Upton	Alfred Chotzner	Conservative
Westhoughton	Rhys Davies	Labour
Westminster Abbey	Otho Nicholson	Conservative
Westminster St George's	Duff Cooper	Conservative
Westmorland	Hon. Oliver Stanley	Conservative
Weston-super-Mare	Lord Erskine	Conservative
Whitechapel & St Georges	Barnett Janner	Liberal
Whitehaven	William Nunn	Conservative
Widnes	Roland Robinson	Conservative
Wigan	John Parkinson	Labour
Willesden East	Daniel Somerville	Conservative
Willesden West	Mavis Tate	Conservative
Wimbledon	Sir John Power, Bt	Conservative
Winchester	Robert Ellis	Conservative
Windsor	Annesley Somerville	Conservative
Wirral	Sir Christopher Clayton	Conservative
Wolverhampton Bilston	Geoffrey Peto	Conservative
Wolverhampton East	Geoffrey Mander	Liberal
Wolverhampton West	Robert Bird	Conservative
Woodbridge	Walter Ross-Taylor	Conservative
Wood Green	Rt Hon. Godfrey Locker-Lampson	Conservative
Woolwich East	George Hicks	Labour
Woolwich West	Rt Hon. Sir Kingsley Wood	Conservative
Worcester	Crawford Greene	Conservative
Workington	Tom Cape	Labour
The Wrekin	James Baldwin-Webb	Conservative
Wrexham	Aled Roberts	Liberal
Wycombe	Sir Alfred Knox	Conservative
Yeovil	George Davies	Conservative
York	Roger Lumley	Conservative
