constituency	name	party
Sheffield Park	Frederick Mulley	Labour
Shipley	Marcus Fox	Conservative
Shoreditch and Finsbury	Ronald Brown	Labour
Shrewsbury	Sir John Langford-Holt	Conservative
Skipton	Burnaby Drayson	Conservative
Smethwick	Andrew Faulds	Labour
Solihull	Percy Grieve	Conservative
Somerset North	Paul Dean	Conservative
South Shields	Arthur Blenkinsop	Labour
Southall	Sydney Bidwell	Labour
Southampton Itchen	Horace King	Speaker
Southampton Test	James Hill	Conservative
Southend East	Stephen McAdden	Conservative
Southend West	Paul Channon	Conservative
Southgate	Hon. Anthony Berry	Conservative
Southport	Ian Percival	Conservative
Southwark	Ray Gunter	Labour
Sowerby	Douglas Houghton	Labour
Spelthorne	Humphrey Atkins	Conservative
Stafford and Stone	Hon. Hugh Fraser	Conservative
Stalybridge and Hyde	Tom Pendry	Labour
Stepney	Peter Shore	Labour
Stirling and Falkirk	Malcolm MacPherson	Labour
Stirlingshire East and Clackmannan	Dick Douglas	Labour
Stirlingshire West	William Baxter	Labour
Stockport North	Idris Owen	Conservative
Stockport South	Maurice Orbach	Labour
Stockton-on-Tees	William Rodgers	Labour
Stoke-on-Trent Central	Robert Cant	Labour
Stoke-on-Trent North	John Forrester	Labour
Stoke-on-Trent South	Jack Ashley	Labour
Stratford-on-Avon	Angus Maude	Conservative
Stretford	Winston Churchill	Conservative
Stroud	Anthony Kershaw	Conservative
Sudbury and Woodbridge	Keith Stainton	Conservative
Sunderland North	Frederick Willey	Labour
Sunderland South	Gordon Bagier	Labour
Surbiton	Nigel Fisher	Conservative
Surrey East	William Clark	Conservative
Sutton and Cheam	Richard Sharples	Conservative
Sutton Coldfield	Geoffrey Lloyd	Conservative
Swansea East	Neil McBride	Labour
Swansea West	Alan Williams	Labour
Swindon	David Stoddart	Labour
Taunton	Edward du Cann	Conservative
Tavistock	Michael Heseltine	Conservative
The Wrekin	Anthony Trafford	Conservative
Thirsk and Malton	Sir Robin Turton	Conservative
Thurrock	Hugh Delargy	Labour
Tiverton	Robin Maxwell-Hyslop	Conservative
Tonbridge	Richard Hornby	Conservative
Torquay	Sir Frederic Bennett	Conservative
Torrington	Peter Mills	Conservative
Totnes	Ray Mawby	Conservative
Tottenham	Norman Atkinson	Labour
Truro	Piers Dixon	Conservative
Twickenham	Toby Jessel	Conservative
Tynemouth	Dame Irene Ward	Conservative
Ulster Mid	Bernadette Devlin	Unity
Uxbridge	Charles Curran	Conservative
Vauxhall	George Strauss	Labour
Wakefield	Walter Harrison	Labour
Wallasey	Ernest Marples	Conservative
Wallsend	Ted Garrett	Labour
Walsall North	William Wells	Labour
Walsall South	Sir Henry d'Avigdor-Goldsmid	Conservative
Walthamstow East	Michael McNair-Wilson	Conservative
Walthamstow West	Eric Deakins	Labour
Wandsworth Central	Tom Cox	Labour
Wandsworth Clapham	Bill Shelton	Conservative
Wandsworth Putney	Hugh Jenkins	Labour
Wandsworth Streatham	Duncan Sandys	Conservative
Wanstead and Woodford	Patrick Jenkin	Conservative
Warrington	Thomas Williams	Labour
Warwick and Leamington	Dudley Smith	Conservative
Watford	Raphael Tuck	Labour
Wednesbury	John Stonehouse	Labour
Wellingborough	Peter Fry	Conservative
Wells	Hon. Robert Boscawen	Conservative
Wembley North	Sir Eric Bullus	Conservative
Wembley South	Sir Ronald Russell	Conservative
West Bromwich	Maurice Foley	Labour
West Ham North	Arthur Lewis	Labour
West Ham South	Elwyn Jones	Labour
West Lothian	Tam Dalyell	Labour
Westbury	Dennis Walters	Conservative
Western Isles	Donald Stewart	Scottish National Party
Westhoughton	Tom Price	Labour
Westmorland	Michael Jopling	Conservative
Weston-super-Mare	Jerry Wiggin	Conservative
Whitehaven	Jack Cunningham	Labour
Widnes	James MacColl	Labour
Wigan	Alan Fitch	Labour
Willesden East	Reginald Freeson	Labour
Willesden West	Laurence Pavitt	Labour
Wimbledon	Michael Havers	Conservative
Winchester	Morgan Morgan-Giles	Conservative
Windsor	Dr. Alan Glyn	Conservative
Wirral	Selwyn Lloyd	Conservative
Woking	Cranley Onslow	Conservative
Wokingham	William van Straubenzee	Conservative
Wolverhampton North East	Renee Short	Labour
Wolverhampton South West	Enoch Powell	Conservative
Wood Green	Joyce Butler	Labour
Woolwich East	Christopher Mayhew	Labour
Woolwich West	William Hamling	Labour
Worcester	Peter Walker	Conservative
Worcestershire South	Sir Gerald Nabarro	Conservative
Workington	Fred Peart	Labour
Worthing	Terence Higgins	Conservative
Wrexham	Tom Ellis	Labour
Wycombe	John Hall	Conservative
Yarmouth	Anthony Fell	Conservative
Yeovil	John Peyton	Conservative
York	Alexander Lyon	Labour
